X,Y,OBJECTID,Stop_Code,Stop_ID,Stop_Name,Street,Cross_Street,Position,Stop_Lat,Stop_Lon,Downtown,Council_District,Sign_Crew,Road_Maint,GoRaleigh,GoTriangle,Wolfline,Wake_Forest,GoDurham,GoCary,Shelter,Shelter_Type,Shelter_Count,Bench,Bench_Type,Bench_Count,Trash_Can,Trash_Can_Type,Trash_Can_Count,Landing_Pad,Amenity_Pad,Pad_Size,Bike_Rack,Lighting,Lighting_Type,Real_Time,USB_Charging,Sidewalk,Crosswalk,Ped_Signal,Curb_Ramp,ADA_Compliant,Bike_Lane,Greenway,Art,Project,Project_Type,Project_Status,Project_Target,R1,R2,R2L,R3,R4,R5,R6,R7,R7L,R8,R8L,R9,R10,R11,R11L,R12,R13,R14,R15,R15L,R16,R18,R18S,R19,R20,R21,R22,R23,R23L,R24,R24L,R25,R25L,R26,R27,R28,R29,R31,R32,R33,R34,R36,R40X,R55X,R70X,R401X,R_Line,WRX,WFL,FRX,ZWX,Boardings,Alightings,Facility_ID,CreationDate,Creator,EditDate,Editor,Project_Lead,Sign_Type,Bus_Zone,Project_Complete,Ridership_Updated,Landscaping,GlobalID,R17,EmergencyPhone,Adoptable,Adoption_Status
-78.635436819,35.7658867191,655,8907,8907,E Bragg St at S Person St,E Bragg St,S Person St,Near,35.7658867189,-78.635436819,No,C,D,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,Yes,Pole Mounted,1,No,No,,No,,,No,No,No,No,No,No,No,,No,No,WTP Site 167,ADA,Design,Spring 2022,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,13,10,8907,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,GR,CAT,No,,2022/01/20 05:00:00+00,,c1f0e011-1ce4-4378-ad5e-f38b90f635b1,No,,No,Available
-78.6382676081,35.7762770774,656,8908,8908,S Wilmington St at Davie St,S Wilmington St,Davie St,Far,35.7762770777,-78.6382676081,Yes,C,E,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,Good,Street,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,WTP,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,2,125,8908,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,GoRaleigh,Yes,,2022/01/20 05:00:00+00,Compliant,96194544-f542-4554-bb74-82ae52779680,No,,No,Available
-78.6367271456,35.7776659768,657,8909,8909,Blount St at Moore Square Transit Station,Blount St,Moore Square Transit Station,Mid,35.7776659768,-78.6367271456,Yes,C,E,NCDOT,Yes,No,No,No,No,No,No,,0,Yes,Improved,1,Yes,Big Belly,0,Yes,No,,No,,,No,No,Yes,No,No,No,No,,Yes,No,,Shelter,Planned,2023,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,18,17,8909,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,,Yes,,2022/01/20 05:00:00+00,,5222b6b2-9bbc-482e-ad90-442baada6a0f,No,,No,Available
-78.5835108413,35.783991763,658,8910,8910,Sunnybrook Rd at Holston Ln,Sunnybrook Rd,Holston Ln, ,35.7846599999,-78.5840600003,No,C,D,Municipal,Yes,No,No,No,No,No,No,,0,Yes,Improved,1,Yes,Concrete Mounted,1,No,No,,No,,,No,No,Yes,No,No,Yes,No,,No,No,WTP,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3,1,8910,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,,fe78012c-501e-4544-b055-287c3db8cf25,No,,No,Available
-78.612515523,35.7550471789,659,8911,8911,Rock Quarry Rd at Cross Link Rd,Rock Quarry Rd,Cross Link Rd,Near,35.7550872536,-78.6124973294,No,C,D,NCDOT,Yes,No,No,No,No,No,Yes,Slim,1,Yes,Improved,1,Yes,Concrete Mounted,1,Yes,Yes,,No,Good,Street,No,No,Yes,No,No,Yes,Yes,No,No,Yes,WTP Cross Link / Rock Quarry ETS,Enhanced,Design,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,38,78,8911,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,GR,CAT,No,,2022/01/20 05:00:00+00,Compliant,6e24e376-6ab6-4944-8046-89377eba808c,Yes,,Yes,Adopted
-78.6509970438,35.8141267642,660,8914,8914,St Mary's St at Anderson Dr,St Mary's St,Anderson Dr,Far,35.8141267638,-78.6509970438,No,E,A,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,Yes,No,No,Yes,No,,No,No,,,,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,2,8914,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,,76650526-bc74-4fde-92c7-9ce617c8e9d1,No,,No,Available
-78.6508248592,35.8220350467,661,8916,8916,St Mary's St at White Oak Rd,St Mary's St,White Oak Rd,Near,35.8220350467,-78.6508248592,No,E,A,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,Yes,Yes,Yes,Yes,No,,Yes,No,,,,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,1,8916,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,,bedf8338-6950-4a9d-8c31-9965f945b625,No,,No,Available
-78.6484798934,35.8287922922,662,8917,8917,Lassiter Mill Rd at Marlowe Rd,Lassiter Mill Rd,Marlowe Rd, ,35.8287922925,-78.6484798934,No,E,A,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,Yes,No,No,Yes,No,,Yes,No,,,,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,1,8917,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,,217e41ed-2244-4a8c-a7dd-675666a5864c,No,,No,Available
-78.6465317907,35.8335304436,663,8918,8918,Lassiter Mill Rd at Ramblewood Dr,Lassiter Mill Rd,Ramblewood Dr,Near,35.8335304437,-78.6465317907,No,E,A,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,Yes,No,No,Yes,No,,No,No,,,,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,1,8918,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,,d4b9990e-ea68-4a14-a299-71db356adb0c,No,,No,Available
-78.6426192414,35.8399706507,664,8920,8920,Six Forks Rd at Lassiter Mill Rd,Six Forks Rd,Lassiter Mill Rd,Near,35.8399706508,-78.6426192414,No,A,A,NCDOT,Yes,No,No,No,No,No,No,,0,No,,0,Yes,Pole Mounted,1,No,No,,No,,,No,No,Yes,Yes,Yes,Yes,No,,No,No,,,,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,4,4,8920,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,,df6257b3-f699-48ec-98b5-d3959947e3ef,No,,No,Available
-78.6460501572,35.8360047209,665,8921,8921,Lassiter Mill Rd at Currituck Dr,Lassiter Mill Rd,Currituck Dr,Far,35.836004721,-78.6460501572,No,A,A,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,Yes,No,No,Yes,No,,No,No,,Shelter,Planned,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3,1,8921,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,ES,CAT,No,,2022/01/20 05:00:00+00,,9398c0d5-61c2-424a-971b-72f681452406,No,,No,Available
-78.6465936379,35.8337200061,666,8922,8922,Lassiter Mill Rd at Ramblewood Dr,Lassiter Mill Rd,Ramblewood Dr,Near,35.8337200058,-78.6465936379,No,E,A,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,Yes,No,No,Yes,No,,No,No,,,,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,8922,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,,2fff40d9-f7bf-46d9-b9b8-790a076f989b,No,,No,Available
-78.6511758301,35.8134335543,667,8923,8923,St Mary's St at Glenwood Ave,St Mary's St,Glenwood Ave,Near,35.8134809575,-78.6511700315,No,E,A,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,Good,Street,No,No,Yes,Yes,Yes,Yes,No,No,No,No,,,,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,2,8923,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,Compliant,0388caad-658d-4343-9dab-3c1fcfa8a497,No,,No,Available
-78.651388553,35.81197871,668,8924,8924,St Mary's St at Wake Dr,St Mary's St,Wake Dr,Far,35.8119787101,-78.651388553,No,E,A,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,Yes,No,No,Yes,No,,No,No,,,,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,8924,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,,f5600f00-719c-4cce-8c9d-75b352d84e05,No,,No,Available
-78.6248928308,35.7679072089,669,8925,8925,MLK Jr Blvd at S State St,MLK Jr Blvd,S State St, ,35.7679089999,-78.6248359998,No,C,D,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,Yes,No,No,No,No,,Yes,No,WTP,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,6,6,8925,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,GoRaleigh,No,,2022/01/20 05:00:00+00,,ad453bbb-62ef-46b3-833f-664591978310,No,,No,Available
-78.6273061782,35.7680174359,670,8926,8926,MLK Jr Blvd at S Haywood St,MLK Jr Blvd,S Haywood St, ,35.7680449997,-78.6271249996,No,C,D,NCDOT,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,Yes,No,No,No,No,,Yes,No,WTP,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,3,8926,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,,db5454f1-1c1b-41a2-8f0f-3147e94f139f,No,,No,Available
-78.6332099691,35.7690647664,671,8927,8927,MLK Jr Blvd at S East St,MLK Jr Blvd,S East St, ,35.7690539995,-78.633064,No,C,D,Municipal,Yes,No,No,No,No,No,Yes,Full,1,Yes,Improved,0,Yes,Concrete Mounted,1,No,Yes,,No,,,No,No,Yes,No,No,No,No,,Yes,No,Site 15,Shelter,Complete,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,10,5,8927,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,GR,GoRaleigh,No,,2022/01/20 05:00:00+00,,81af34b9-ce32-4f97-b071-645bd5c0c368,No,,Yes,Adopted
-78.5868311287,35.845756732,672,8928,8928,Calvary Dr at Capital Crossings,Calvary Dr,Capital Crossings, ,35.8450559999,-78.5828719999,No,B,B,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,Some,Street,No,No,Yes,No,No,No,No,,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,8928,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,GoRaleigh,No,,2022/01/20 05:00:00+00,Compliant,63fb8ad3-56eb-49d6-9d5e-88652d3f2efa,No,,No,Available
-78.6343489996,35.8280370006,675,8932,8932,Six Forks Rd at Barrett Dr,Six Forks Rd,Barrett Dr, ,35.8280370003,-78.6343489996,No,E,B,NCDOT,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,Yes,No,No,No,No,,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,2,8932,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,,68d44b46-53d4-43bf-bce0-f04f1b18fe46,No,,No,Available
-78.6233867774,35.7570642538,676,8933,8933,S State St at Darby St,S State St,Darby St, ,35.75732,-78.6235309992,No,C,D,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,Good,Street,No,No,Yes,No,No,Yes,No,No,Yes,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,1,8933,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,Compliant,3b304c9c-dcba-4d33-a22c-b0e8a1ee3a05,No,,No,Available
-78.6885301368,35.8366392584,677,8934,8934,Edwards Mill Rd at Parklake Ave,Edwards Mill Rd,Parklake Ave,Far,35.8366392584,-78.6885301368,No,E,A,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,Yes,No,No,No,No,,No,No,WTP,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,8934,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,,No,,2022/01/20 05:00:00+00,,cb00e5ec-17f0-4a5f-ab0f-8d647227c331,No,,No,Available
-78.6863956768,35.8384460039,678,8935,8935,Edwards Mill Rd at Arckelton Dr,Edwards Mill Rd,Arckelton Dr,Near,35.8384460039,-78.6863956768,No,E,A,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,No,No,No,No,No,,Yes,No,WTP,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,8935,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,,No,,2022/01/20 05:00:00+00,,be4a9fe5-e1ac-473b-86ab-086da760ea73,No,,No,Available
-78.6823950009,35.8381739999,679,8936,8936,Edwards Mill Rd at The Pinnacle,Edwards Mill Rd,The Pinnacle,Far,35.8381739999,-78.6823950009,No,E,A,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,No,No,No,No,No,,Yes,No,WTP,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,6,8936,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,,No,,2022/01/20 05:00:00+00,,be754acf-1c8c-4e80-9765-eb3879bce796,No,,No,Available
-78.6846879705,35.8394242586,680,8937,8937,Edwards Mill Rd at Sunrise Sen Ctr,Edwards Mill Rd,Sunrise Sen Ctr,Near,35.8394242583,-78.6846879705,No,E,A,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,Yes,No,No,Yes,No,,Yes,No,WTP,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,1,8937,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,,No,,2022/01/20 05:00:00+00,,f507fbac-8657-4dc9-9563-702add93b4b4,No,,No,Available
-78.6891008886,35.8364753288,681,8938,8938,Edwards Mill Rd at Parklake Ave,Edwards Mill Rd,Parklake Ave,Near,35.8364753292,-78.6891008886,No,E,A,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,No,No,No,No,No,,No,No,WTP,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,8938,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,,No,,2022/01/20 05:00:00+00,,d4a65840-38eb-4a9b-97f3-b50019084b9e,No,,No,Available
-78.6234197015,35.8213132239,682,8940,8940,Wake Forest Rd at Six Forks Rd (SB),Six Forks Rd,Wake Forest Rd (IB), ,35.8213132237,-78.6234197015,No,E,B,NCDOT,Yes,No,No,No,No,No,Yes,Slim,1,Yes,Improved,1,Yes,Concrete Mounted,1,Yes,Yes,,No,Good,Street,No,No,Yes,No,No,Yes,No,No,No,No,,,Complete,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3,4,8940,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,Non-compliant,73cb6a97-d999-403f-88e2-9c4ee787dd3c,No,,No,Available
-78.636194,35.8316490003,683,8941,8941,Six Forks Rd at Computer Dr,Six Forks Rd,Computer Dr, ,35.8316490005,-78.636194,No,E,B,NCDOT,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,Yes,No,No,No,No,,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,1,8941,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,,4d68c76d-94ec-4137-b54e-da3d193ed3de,No,,No,Available
-78.6459771825,35.8815880968,684,9015,9015,Six Forks Rd at Mourning Dove Rd,Six Forks Rd,Mourning Dove Rd,Near,35.8815880968,-78.6459771825,No,A,B,NCDOT,Yes,No,No,No,No,No,No,,0,Yes,Unimproved,1,Yes,Pole Mounted,1,No,No,,No,,,No,No,Yes,No,No,Yes,No,,Yes,No,,,,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3,7,9015,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,,cb03f36c-28f5-4331-af77-0eec62aa07ed,No,,No,Available
-78.6037030339,35.7661841135,685,9017,9017,Belmont Dr at Glenbrook Dr,Belmont Dr,Glenbrook Dr,Near,35.7661841135,-78.6037030339,No,C,D,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,Yes,Pole Mounted,1,No,No,,No,Good,Street,No,No,No,No,No,No,No,No,Yes,No,WTP,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,1,9017,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,GoRaleigh,No,,2022/01/20 05:00:00+00,Compliant,7bded7e0-4373-4cc7-a25c-4a2b4ee1cd24,No,,No,Available
-78.5987799993,35.8628599996,686,9046,9046,Atlantic Ave at Dixie Forest Rd,Atlantic Ave,Dixie Forest Rd,Far,35.8628599995,-78.5987799993,No,A,B,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,Yes,No,No,No,No,,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5,6,9046,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,,ad297750-bdcc-4aac-ab6d-72431eccba87,No,,No,Available
-78.6020451131,35.8627024972,687,9047,9047,Spring Forest Rd at Timber Ridge Dr,Spring Forest Rd,Timber Ridge Dr,Inside,35.8627024971,-78.6020451131,No,A,B,NCDOT,Yes,Yes,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,Yes,No,No,Yes,No,,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,1,9047,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,,1a060af3-7180-4e61-a494-59cfa8483cce,No,,No,Available
-78.6040681901,35.864337007,688,9048,9048,Spring Forest Rd at Quail Ridge Rd,Spring Forest Rd,Quail Ridge Rd,Near,35.864337007,-78.6040681901,No,A,B,NCDOT,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,Yes,Yes,Yes,Yes,No,,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,1,9048,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,,1cdf5d2e-4a49-41a6-a613-a7c924f22c43,No,,No,Available
